indicationId,indicationName,filterConceptIds,positiveControlIdOffset
class,Class-vs-class study,43013884;40239216;40166035;1580747;19122137;44816332;45774435;1583722;40170911;44506754;793143;43526465;44785829;45774751;793293;1594973;1597756;1560171;19097821;1559684;1502809;1502855,100000
